training_samples,validation_mae,validation_r2,best_params,feature_importance,timestamp
510,0.06404055754798765,0.44604350386315195,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}","{'pickup_location': np.float64(0.12633960692435506), 'delivery_location': np.float64(0.20442737810140915), 'urgency': np.float64(0.010436187802162317), 'weight': np.float64(0.08343025765755764), 'volume': np.float64(0.10267877231221537), 'approx_distance': np.float64(0.32944647486623146), 'hour': np.float64(0.11264926742882223), 'day_of_week': np.float64(0.028654740299690798), 'is_weekend': np.float64(0.0019373146075561678)}",2025-05-03T17:51:25.062843
